Id,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms)
Id_8776,153.3804986388,153.1527522886,153.2490235007,153.0727223889
Id_8777,177.9124019352,177.8987453651,178.0965771785,177.822528534
Id_8778,203.6522809653,203.6757922625,203.8950403415,203.6089968946
Id_8779,213.3930068367,213.3522091006,213.6211879582,213.2882539655
Id_8780,152.2177961355,151.9772172994,152.0672881566,151.9025447023
Id_8781,220.6047283348,220.5040610705,220.7641899372,220.4382211214
Id_8782,187.0152416765,186.9264409023,187.1115759597,186.8466948719
Id_8783,176.1442939992,175.900711201,175.9512647894,175.8218531698
Id_8784,174.9130767526,174.9184857819,175.1873871283,174.8727205774
Id_8785,147.6419079078,147.4305121159,147.5414273504,147.3786930334
Id_8786,177.1194888314,176.8458988354,177.0052868748,176.8065175372
Id_8787,209.8837296295,209.8565712652,210.0337954463,209.8053413624
Id_8788,155.2046226883,154.9207014355,155.0184032235,154.8665303765
Id_8789,185.0894108207,184.7553029845,184.8569681497,184.7037285963
Id_8790,223.6059739706,223.4788807987,223.6997401367,223.4307494106
Id_8791,137.503994804,137.3909143294,137.4904001588,137.3439748963
Id_8792,166.1713855968,166.240649727,166.433899503,166.1944995241
Id_8793,174.1281532075,174.1472527559,174.3818069774,174.1038220188
Id_8794,199.3235976237,199.3837570088,199.6451657643,199.3540474983
Id_8795,191.3448114674,191.4350864033,191.6947317287,191.4123126243
Id_8796,186.108183536,186.0297909013,186.2501560702,185.9838342793
Id_8797,147.8474862862,147.6271893698,147.7440516757,147.5857169966
Id_8798,178.6557605452,178.610835276,178.830490571,178.5720746661
Id_8799,168.2681539055,168.0729859362,168.1614808494,168.0328756737
Id_8800,176.3247202831,176.0662159607,176.1913947557,176.0291646049
Id_8801,204.5025855471,204.4904853247,204.7346723242,204.4666286677
Id_8802,159.236535926,158.9301152493,159.0358535496,158.8808847738
Id_8803,183.6150763355,183.5453191443,183.7140216446,183.4950161935
Id_8804,152.8543968782,152.5861289652,152.6945370662,152.5434455548
Id_8805,225.2371531306,225.0652428343,225.3481105609,225.0457060634
Id_8806,164.6162855623,164.6876309793,164.9094268701,164.6097223175
Id_8807,172.4990359029,172.5208122489,172.7849692651,172.4440751567
Id_8808,143.5905180533,143.4110854276,143.6008276061,143.3464515198
Id_8809,173.5176901311,173.515818988,173.8213624171,173.4487444288
Id_8810,163.4271641649,163.2768965696,163.4495349853,163.2102369385
Id_8811,152.5798496824,152.3291623731,152.4709344945,152.2520062063
Id_8812,202.5909122261,202.5822735549,202.8614741336,202.5190835584
Id_8813,150.5334879366,150.292364002,150.3923091493,150.2121701628
Id_8814,157.7459468419,157.4449830896,157.5787395498,157.3654307206
Id_8815,151.4231771928,151.1599078995,151.2951602597,151.0880618344
Id_8816,158.6779821648,158.3535416879,158.5244480332,158.2827574258
Id_8817,209.4392744008,209.3747871019,209.6463723397,209.3097253044
Id_8818,184.6972117079,184.3308724691,184.5157655294,184.2671279422
Id_8819,142.9453556577,142.7779819882,142.9396704233,142.7153827665
Id_8820,137.212085965,137.0747062526,137.2361547146,137.0187198765
Id_8821,188.7052792582,188.8123005634,189.0672265867,188.7552701881
Id_8822,197.7345806316,197.7860190523,198.0895138016,197.7318551311
Id_8823,176.1903591501,176.1628370223,176.378396866,176.0923444647
Id_8824,146.6667907129,146.4421267411,146.5908019821,146.3826735892
Id_8825,211.3294610646,211.2722851341,211.5621988608,211.2149239087
Id_8826,167.911407009,167.6866726875,167.8509283794,167.6354691992
Id_8827,158.8988239254,158.5646924583,158.7420542204,158.5049951813
Id_8828,209.7303212892,209.6535433686,209.9337135874,209.6031579525
Id_8829,185.2055835035,185.1029341141,185.3069093856,185.0291981527
Id_8830,211.9947224468,211.9180135078,212.1440048485,211.8548787402
Id_8831,176.5054086089,176.1990405027,176.3502025561,176.1455520004
Id_8832,213.2452652725,213.1389325179,213.4151216082,213.0878338347
Id_8833,173.8862776968,173.9154816995,174.1428957745,173.8598504721
Id_8834,138.1247690463,138.0002966745,138.1265272427,137.9514572554
Id_8835,157.2115587341,157.1217764019,157.2238019516,157.0728274136
Id_8836,164.7418702266,164.5972682652,164.734515982,164.5506390235
Id_8837,165.7149802846,165.5468396496,165.7228990288,165.5095858186
Id_8838,200.2214470302,200.266114961,200.5667879422,200.2338223459
Id_8839,186.9468015197,186.8533467911,187.1102510343,186.804899171
Id_8840,168.0343718413,167.8492529119,167.9310431913,167.7973627554
Id_8841,213.9864470831,213.9206385163,214.2071138464,213.8866384246
Id_8842,192.1349877359,192.0142788023,192.2186297818,191.9535423489
Id_8843,159.9547153137,159.6343420343,159.7709452291,159.5829378782
Id_8844,184.4425202247,184.3579350584,184.5624673984,184.3051524338
Id_8845,173.720326021,173.4829007623,173.5533901148,173.4294754698
Id_8846,182.0363965378,181.7318942571,181.8392521659,181.6810565804
Id_8847,209.8837296295,209.8565712652,210.0337954463,209.8053413624
Id_8848,186.4351914971,186.350484067,186.5069033688,186.2863927336
Id_8849,155.2046226883,154.9207014355,155.0184032235,154.8665303765
Id_8850,224.9246892239,224.7660923804,225.0397712851,224.7307573667
Id_8851,166.1713855968,166.240649727,166.433899503,166.1944995241
Id_8852,199.3235976237,199.3837570088,199.6451657643,199.3540474983
Id_8853,165.945554527,165.7675218705,165.9503245728,165.7419067378
Id_8854,191.3448114674,191.4350864033,191.6947317287,191.4123126243
Id_8855,200.4997452528,200.5328018183,200.8417437921,200.5145919266
Id_8856,146.9786682245,146.779787364,146.8622525956,146.7299957094
Id_8857,187.2067403164,187.1022611137,187.3668509161,187.066932174
Id_8858,203.3030734661,203.3188756739,203.5150158555,203.2833240304
Id_8859,159.236535926,158.9301152493,159.0358535496,158.8808847738
Id_8860,184.6989954888,184.6035428458,184.8155918663,184.563697689
Id_8861,223.9166140355,223.7763256381,224.0062514854,223.7438842836
Id_8862,177.9246840544,177.6232736264,177.7359871985,177.5915414325
Id_8863,152.5798496824,152.3291623731,152.4709344945,152.2520062063
Id_8864,190.6029925994,190.4753005738,190.7205576029,190.3912691254
Id_8865,180.5845059582,180.2749014964,180.4216538878,180.2019558618
Id_8866,173.3520882124,173.0842264509,173.2329389922,173.0193812641
Id_8867,219.4554407236,219.3206341889,219.6455295125,219.2586616984
Id_8868,161.3413822832,160.9901415582,161.1573590243,160.9182771808
Id_8869,194.942606958,194.7595023838,195.0470828549,194.6850331744
Id_8870,175.2255873272,174.9555860597,175.0586572991,174.8799566803
Id_8871,166.9254764777,166.7249009862,166.8499297402,166.6642792109
Id_8872,201.6824902741,201.6897614794,201.9293599808,201.6293177694
Id_8873,158.8988239254,158.5646924583,158.7420542204,158.5049951813
Id_8874,185.2055835035,185.1029341141,185.3069093856,185.0291981527
Id_8875,222.1325190724,221.9840962051,222.2617219552,221.9242164595
Id_8876,223.4425833205,223.2627363612,223.593177263,223.2154978715
Id_8877,146.7742898006,146.5842314709,146.6608294877,146.5241640198
Id_8878,177.3604351377,177.3504566052,177.5208827228,177.2891433436
Id_8879,185.8497619938,185.7822957705,185.9950773891,185.7233103527
Id_8880,176.0798110183,175.8319055545,175.9500184694,175.782510485
Id_8881,212.7315780027,212.6952625879,212.9313019206,212.6490829277
Id_8882,204.2187588642,204.2185612943,204.4544133915,204.180352728
Id_8883,152.6419032835,152.3828895834,152.4851690174,152.3295140056
Id_8884,211.1218783127,211.0656695093,211.2923276506,211.0264245769
Id_8885,185.0894108207,184.7553029845,184.8569681497,184.7037285963
Id_8886,186.1819861435,185.8204650011,185.965354507,185.7794115197
Id_8887,147.8474862862,147.6271893698,147.7440516757,147.5857169966
Id_8888,176.3247202831,176.0662159607,176.1913947557,176.0291646049
Id_8889,203.3030734661,203.3188756739,203.5150158555,203.2833240304
Id_8890,169.2619676162,169.042487855,169.1703011235,169.0119932135
Id_8891,193.5376119025,193.3782847308,193.636058545,193.3419956144
Id_8892,154.5076381976,154.2371394219,154.305041553,154.1850969504
Id_8893,213.6977588892,213.6293370377,213.8094762395,213.5923533861
Id_8894,225.2371531306,225.0652428343,225.3481105609,225.0457060634
Id_8895,164.6162855623,164.6876309793,164.9094268701,164.6097223175
Id_8896,146.4628430337,146.2470176717,146.3897486537,146.1773258222
Id_8897,166.6935488315,166.5029518726,166.6212787227,166.4306731533
Id_8898,211.0362055493,210.9913867985,211.2726392338,210.9192455927
Id_8899,167.6781176602,167.4634508686,167.6209137667,167.400509986
Id_8900,212.2811206936,212.206992326,212.5385594719,212.146781062
Id_8901,190.6029925994,190.4753005738,190.7205576029,190.3912691254
Id_8902,180.5845059582,180.2749014964,180.4216538878,180.2019558618
Id_8903,173.3520882124,173.0842264509,173.2329389922,173.0193812641
Id_8904,223.1325979558,222.9659711506,223.2872286184,222.9030991974
Id_8905,136.405346398,136.2874695195,136.4166495802,136.2238550738
Id_8906,142.9453556577,142.7779819882,142.9396704233,142.7153827665
Id_8907,167.911407009,167.6866726875,167.8509283794,167.6354691992
Id_8908,202.8724875247,202.8520294288,203.1395601489,202.8030416281
Id_8909,151.6339852351,151.3615267743,151.5029050259,151.3002612591
Id_8910,161.5659076448,161.2047859446,161.378556747,161.1441921202
Id_8911,195.2136043097,195.0188927262,195.3145093136,194.9580608596
Id_8912,211.9947224468,211.9180135078,212.1440048485,211.8548787402
Id_8913,222.1325190724,221.9840962051,222.2617219552,221.9242164595
Id_8914,184.9540392217,184.5764443972,184.7688262915,184.525620144
Id_8915,174.9130767526,174.9184857819,175.1873871283,174.8727205774
Id_8916,164.7418702266,164.5972682652,164.734515982,164.5506390235
Id_8917,158.140456537,158.0284816616,158.1673937106,157.9884592235
Id_8918,200.2214470302,200.266114961,200.5667879422,200.2338223459
Id_8919,153.8078241496,153.5615419123,153.6701305542,153.5029593289
Id_8920,154.7167378148,154.4478319995,154.5925294522,154.3979127917
Id_8921,169.0268129617,168.8174718959,168.9384892154,168.7751160941
Id_8922,177.1194888314,176.8458988354,177.0052868748,176.8065175372
Id_8923,192.1349877359,192.0142788023,192.2186297818,191.9535423489
Id_8924,152.6419032835,152.3828895834,152.4851690174,152.3295140056
Id_8925,159.9547153137,159.6343420343,159.7709452291,159.5829378782
Id_8926,184.4425202247,184.3579350584,184.5624673984,184.3051524338
Id_8927,182.0363965378,181.7318942571,181.8392521659,181.6810565804
Id_8928,219.9210504517,219.8251955665,220.051343178,219.7777234274
Id_8929,214.6600332178,214.5744231321,214.7961592556,214.5346500722
Id_8930,167.1528886806,167.1996446244,167.4324170825,167.1629683287
Id_8931,154.0219302648,153.7663430626,153.8811150008,153.7185281164
Id_8932,187.2067403164,187.1022611137,187.3668509161,187.066932174
Id_8933,176.3247202831,176.0662159607,176.1913947557,176.0291646049
Id_8934,183.6150763355,183.5453191443,183.7140216446,183.4950161935
Id_8935,223.9166140355,223.7763256381,224.0062514854,223.7438842836
Id_8936,225.2371531306,225.0652428343,225.3481105609,225.0457060634
Id_8937,142.3497553876,142.2079559637,142.3522324893,142.1155049209
Id_8938,165.1288134146,165.1969914118,165.4444518809,165.1051746575
Id_8939,187.9203389241,188.0597656509,188.2915356422,187.9632187008
Id_8940,198.0742701172,198.1332705118,198.4594567607,198.0486777242
Id_8941,183.8559412502,183.8029383271,184.0400898567,183.6957315262
Id_8942,184.9412745789,184.862639274,185.1436046358,184.7655756588
Id_8943,202.0289277719,202.0438322326,202.3064380423,201.9523537812
Id_8944,172.8708134735,172.623802567,172.7585699636,172.5347978852
Id_8945,208.8583859933,208.8183807087,209.07286359,208.7240859545
Id_8946,218.8469040794,218.7379226809,219.044796918,218.6453180251
Id_8947,184.4351238015,184.3651054548,184.5465648217,184.2526995451
Id_8948,212.3587862522,212.2899515912,212.5400634975,212.1942165611
Id_8949,222.5139110293,222.3736183315,222.6765810832,222.2796070349
Id_8950,163.4271641649,163.2768965696,163.4495349853,163.2102369385
Id_8951,156.8781145436,156.7604854671,156.9333292491,156.7011886729
Id_8952,145.6021070909,145.4074847529,145.5159782856,145.3297156129
Id_8953,185.4559603769,185.3555186891,185.6517853887,185.2843126005
Id_8954,201.4025585216,201.421543626,201.6529225423,201.346995045
Id_8955,202.5909122261,202.5822735549,202.8614741336,202.5190835584
Id_8956,150.5334879366,150.292364002,150.3923091493,150.2121701628
Id_8957,180.5845059582,180.2749014964,180.4216538878,180.2019558618
Id_8958,153.0610393513,152.7955868552,152.8910012284,152.7141526002
Id_8959,193.798896169,193.6433741998,193.8848573046,193.5580618083
Id_8960,156.173662938,156.0688577735,156.2112119779,156.0117342978
Id_8961,188.7052792582,188.8123005634,189.0672265867,188.7552701881
Id_8962,157.0964670071,156.9695253648,157.1487650022,156.9212197597
Id_8963,164.6213005398,164.4378192859,164.6559171092,164.3918594002
Id_8964,167.911407009,167.6866726875,167.8509283794,167.6354691992
Id_8965,202.8724875247,202.8520294288,203.1395601489,202.8030416281
Id_8966,172.5741297928,172.3210348845,172.4362951485,172.2585853261
Id_8967,173.5932249152,173.314896056,173.4706089293,173.2621801541
Id_8968,209.7303212892,209.6535433686,209.9337135874,209.6031579525
Id_8969,195.2136043097,195.0188927262,195.3145093136,194.9580608596
Id_8970,184.9540392217,184.5764443972,184.7688262915,184.525620144
Id_8971,213.2452652725,213.1389325179,213.4151216082,213.0878338347
Id_8972,165.4796833744,165.5776029839,165.750578333,165.496618238
Id_8973,144.3443034466,144.1867729211,144.3339456692,144.1194754534
Id_8974,166.4571253095,166.5327958245,166.7450208225,166.4610445874
Id_8975,156.7748376865,156.7035705489,156.7930196227,156.6326496342
Id_8976,189.4308844353,189.5793290743,189.7706278522,189.50567243
Id_8977,165.2547867221,165.1063509027,165.2689769398,165.0459146049
Id_8978,175.5910067791,175.3642145154,175.4682518824,175.2902327534
Id_8979,151.3234687137,151.1050134899,151.1598596419,151.0219623354
Id_8980,173.2380348127,173.0214224511,173.0781486215,172.9437501214
Id_8981,161.2351857544,160.9317007158,161.0132967256,160.8479053392
Id_8982,154.773441509,154.5083170604,154.593625344,154.4324963661
Id_8983,176.1442939992,175.900711201,175.9512647894,175.8218531698
Id_8984,189.9579974819,190.0847164324,190.291440595,190.0376457493
Id_8985,168.0343718413,167.8492529119,167.9310431913,167.7973627554
Id_8986,151.7451003618,151.5083728222,151.5752631803,151.4464726761
Id_8987,193.2689293215,193.1210653928,193.3709185304,193.0712195872
Id_8988,209.8837296295,209.8565712652,210.0337954463,209.8053413624
Id_8989,211.1218783127,211.0656695093,211.2923276506,211.0264245769
Id_8990,186.4351914971,186.350484067,186.5069033688,186.2863927336
Id_8991,214.6600332178,214.5744231321,214.7961592556,214.5346500722
Id_8992,224.9246892239,224.7660923804,225.0397712851,224.7307573667
Id_8993,199.3235976237,199.3837570088,199.6451657643,199.3540474983
Id_8994,154.0219302648,153.7663430626,153.8811150008,153.7185281164
Id_8995,186.108183536,186.0297909013,186.2501560702,185.9838342793
Id_8996,147.8474862862,147.6271893698,147.7440516757,147.5857169966
Id_8997,154.9321009981,154.6538075249,154.8047721366,154.6147302546
Id_8998,176.3247202831,176.0662159607,176.1913947557,176.0291646049
Id_8999,169.2619676162,169.042487855,169.1703011235,169.0119932135
Id_9000,183.6150763355,183.5453191443,183.7140216446,183.4950161935
Id_9001,192.4021020252,192.2700315972,192.4821979674,192.2227589475
Id_9002,184.6989954888,184.6035428458,184.8155918663,184.563697689
Id_9003,193.5376119025,193.3782847308,193.636058545,193.3419956144
Id_9004,183.3656806626,183.023235958,183.1805390561,182.9955911904
Id_9005,211.4152523173,211.3466662729,211.5819141344,211.3222524334
Id_9006,185.3467807633,185.0014373026,185.1104943439,184.962829961
Id_9007,145.197432323,145.0202612569,145.1170718407,144.9222383106
Id_9008,202.0289277719,202.0438322326,202.3064380423,201.9523537812
Id_9009,151.002434169,150.7574701991,150.8805193334,150.664549543
Id_9010,182.4637157583,182.3936717596,182.622457451,182.2929730074
Id_9011,181.1464501929,180.8321806468,181.0067027554,180.7440552736
Id_9012,152.6357752363,152.3888230554,152.4720154432,152.2861122123
Id_9013,175.7709474739,175.4965124577,175.6264115659,175.4061343399
Id_9014,176.9845254924,176.9429453525,177.1931479407,176.8699748262
Id_9015,174.6751695681,174.421955708,174.5780808875,174.3511681051
Id_9016,157.7459468419,157.4449830896,157.5787395498,157.3654307206
Id_9017,191.7279394762,191.5732623225,191.8639123697,191.4998969459
Id_9018,180.5845059582,180.2749014964,180.4216538878,180.2019558618
Id_9019,208.2109470232,208.1753294704,208.3975978492,208.0985287474
Id_9020,161.3413822832,160.9901415582,161.1573590243,160.9182771808
Id_9021,186.0401560382,185.9224087376,186.1626717407,185.8460711408
Id_9022,212.9493637741,212.8555640617,213.1230378653,212.7895459998
Id_9023,219.7603404161,219.6125691603,219.9465105407,219.5659755056
Id_9024,161.5659076448,161.2047859446,161.378556747,161.1441921202
Id_9025,186.2988409039,186.1700895245,186.4179790361,186.1067663482
Id_9026,195.2136043097,195.0188927262,195.3145093136,194.9580608596
Id_9027,175.4693151626,175.1887353023,175.2988176858,175.1253515205
Id_9028,185.3339891611,185.2882876009,185.4859619846,185.2033509552
Id_9029,167.5677759202,167.402674664,167.4711091782,167.3273208796
Id_9030,202.4577320851,202.5088276067,202.6803614616,202.4306314519
Id_9031,203.6522809653,203.6757922625,203.8950403415,203.6089968946
Id_9032,151.3234687137,151.1050134899,151.1598596419,151.0219623354
Id_9033,182.8511976482,182.8136658469,182.9601778785,182.7249213665
Id_9034,181.5311499711,181.2485987272,181.3414514692,181.1723534519
Id_9035,154.773441509,154.5083170604,154.593625344,154.4324963661
Id_9036,176.1442939992,175.900711201,175.9512647894,175.8218531698
Id_9037,212.8094075938,212.7784118401,212.9328087124,212.6966302133
Id_9038,153.8078241496,153.5615419123,153.6701305542,153.5029593289
Id_9039,154.7167378148,154.4478319995,154.5925294522,154.3979127917
Id_9040,176.0798110183,175.8319055545,175.9500184694,175.782510485
Id_9041,152.6419032835,152.3828895834,152.4851690174,152.3295140056
Id_9042,193.2689293215,193.1210653928,193.3709185304,193.0712195872
Id_9043,154.2928612545,154.0317152702,154.0934796189,153.9688780941
Id_9044,155.2046226883,154.9207014355,155.0184032235,154.8665303765
Id_9045,185.0894108207,184.7553029845,184.8569681497,184.7037285963
Id_9046,203.3030734661,203.3188756739,203.5150158555,203.2833240304
Id_9047,187.9203389241,188.0597656509,188.2915356422,187.9632187008
Id_9048,153.0551287302,152.800530139,152.9658478333,152.7104881362
Id_9049,166.2306540663,166.0599343676,166.1649106926,165.9644370321
Id_9050,202.0289277719,202.0438322326,202.3064380423,201.9523537812
Id_9051,158.2372132588,157.9320780202,158.0901245472,157.8392104126
Id_9052,208.8583859933,208.8183807087,209.07286359,208.7240859545
Id_9053,175.7709474739,175.4965124577,175.6264115659,175.4061343399
Id_9054,212.3587862522,212.2899515912,212.5400634975,212.1942165611
Id_9055,222.5139110293,222.3736183315,222.6765810832,222.2796070349
Id_9056,172.4990359029,172.5208122489,172.7849692651,172.4440751567
Id_9057,165.5886582828,165.6377205235,165.8988530247,165.5690113506
Id_9058,175.945635456,175.9283987581,176.1367658389,175.8456023166
Id_9059,201.4025585216,201.421543626,201.6529225423,201.346995045
Id_9060,175.7066003962,175.4278640245,175.625167534,175.3668841522
Id_9061,209.4392744008,209.3747871019,209.6463723397,209.3097253044
Id_9062,211.7005481161,211.6362606846,211.8536526651,211.5583087774
Id_9063,221.8243430825,221.6890230096,221.9575870654,221.6136169234
Id_9064,164.8453402609,164.9071747092,165.1357427624,164.8407877107
Id_9065,185.7138372739,185.6024483206,185.9063957876,185.5442240196
Id_9066,201.6824902741,201.6897614794,201.9293599808,201.6293177694
Id_9067,150.743065499,150.4928333412,150.5988223426,150.423147508
Id_9068,172.5741297928,172.3210348845,172.4362951485,172.2585853261
Id_9069,208.5002950802,208.4524964005,208.6832356523,208.390271485
Id_9070,153.2741126299,152.9993730798,153.1009228701,152.9286208127
Id_9071,161.5659076448,161.2047859446,161.378556747,161.1441921202
Id_9072,223.4425833205,223.2627363612,223.593177263,223.2154978715
Id_9073,165.4796833744,165.5776029839,165.750578333,165.496618238
Id_9074,156.7748376865,156.7035705489,156.7930196227,156.6326496342
Id_9075,190.5489495854,190.6721531242,190.9083175681,190.6091704599
Id_9076,176.8680959134,176.8787492507,177.0348392789,176.7926701641
Id_9077,191.6018654099,191.503788072,191.6925700469,191.4162339248
Id_9078,152.2177961355,151.9772172994,152.0672881566,151.9025447023
Id_9079,159.510422163,159.2094908623,159.3332280125,159.1357703153
Id_9080,181.5311499711,181.2485987272,181.3414514692,181.1723534519
Id_9081,219.3112285564,219.2411495775,219.4495057096,219.162934348
Id_9082,182.6028338956,182.2936525256,182.428872507,182.2275809975
Id_9083,220.6047283348,220.5040610705,220.7641899372,220.4382211214
Id_9084,176.1442939992,175.900711201,175.9512647894,175.8218531698
Id_9085,165.9404994514,166.0193414195,166.2058152164,165.961548009
Id_9086,157.2115587341,157.1217764019,157.2238019516,157.0728274136
Id_9087,189.9579974819,190.0847164324,190.291440595,190.0376457493
Id_9088,199.046923819,199.1185906741,199.3718399347,199.0748949002
Id_9089,154.7167378148,154.4478319995,154.5925294522,154.3979127917
Id_9090,176.0798110183,175.8319055545,175.9500184694,175.782510485
Id_9091,169.0268129617,168.8174718959,168.9384892154,168.7751160941
Id_9092,177.1194888314,176.8458988354,177.0052868748,176.8065175372
Id_9093,204.2187588642,204.2185612943,204.4544133915,204.180352728
Id_9094,173.720326021,173.4829007623,173.5533901148,173.4294754698
Id_9095,186.4351914971,186.350484067,186.5069033688,186.2863927336
Id_9096,185.0894108207,184.7553029845,184.8569681497,184.7037285963
Id_9097,213.4012324364,213.3453196328,213.5168552931,213.2933626058
Id_9098,214.6600332178,214.5744231321,214.7961592556,214.5346500722
Id_9099,224.9246892239,224.7660923804,225.0397712851,224.7307573667
Id_9100,144.0962958481,143.9335941395,144.0643907892,143.888491108
Id_9101,154.9321009981,154.6538075249,154.8047721366,154.6147302546
Id_9102,168.2681539055,168.0729859362,168.1614808494,168.0328756737
Id_9103,213.0271782936,212.9784186373,213.2231241178,212.9471747829
Id_9104,182.2895440257,181.9740224196,182.0886619149,181.9359405907
Id_9105,183.3656806626,183.023235958,183.1805390561,182.9955911904
Id_9106,211.4152523173,211.3466662729,211.5819141344,211.3222524334
Id_9107,154.5076381976,154.2371394219,154.305041553,154.1850969504
Id_9108,155.420660638,155.1273035347,155.2312268394,155.0840016736
Id_9109,187.7964214449,187.6744647204,187.88243159,187.6340663778
Id_9110,196.782464396,196.5943899699,196.8484778582,196.5576115225
Id_9111,55.8830942599,55.946593366,55.9155955492,55.9004291235
Id_9112,58.5905286715,58.6388461666,58.6173177729,58.59216746
Id_9113,80.791963444,80.985954568,80.9705833761,80.9303921062
Id_9114,64.0667861072,64.1518773374,64.1141603589,64.105553653
Id_9115,67.1637353511,67.2320497209,67.2050596531,67.1854445674
Id_9116,77.5342314875,77.7337980217,77.7225523881,77.6827938652
Id_9117,81.272183573,81.4560801757,81.4594274438,81.4049712886
Id_9118,71.8266270785,71.8611256601,71.8205980138,71.8115224457
Id_9119,85.2227420223,85.3851639865,85.3323076259,85.3244950573
Id_9120,79.2830597996,79.3837615158,79.3488656282,79.3215907138
Id_9121,75.0852403856,75.1015045127,75.0326606209,75.0454194269
Id_9122,72.0548042817,72.0827678597,72.0199159554,72.0310927037
Id_9123,75.5319549821,75.5378873815,75.4860929812,75.4859100928
Id_9124,55.9617661125,56.0220502208,55.9932337163,55.9798189072
Id_9125,58.6729450265,58.7178703801,58.6986413403,58.675312866
Id_9126,75.5017797609,75.6236454497,75.602603117,75.5696209295
Id_9127,59.8583622514,59.8906046869,59.8500510529,59.8456451319
Id_9128,86.5079846709,86.6641437952,86.6370375314,86.6110714876
Id_9129,83.0225865204,83.1867491533,83.1644769874,83.1382996096
Id_9130,74.4824382529,74.6057900475,74.5650899692,74.5504533735
Id_9131,70.5356324696,70.5780683062,70.50586129,70.5282885164
Id_9132,74.3804693679,74.3918994327,74.3468463327,74.3459395271
Id_9133,79.8661077557,79.9518227387,79.9382952984,79.8995680526
Id_9134,68.2056454405,68.3711181917,68.3482204264,68.3278786323
Id_9135,64.2042094726,64.3010831578,64.2339190331,64.25898145
Id_9136,67.3076995835,67.3883095153,67.3305031431,67.3461304378
Id_9137,77.7000985763,77.9141081126,77.8673397655,77.8682177968
Id_9138,59.9026661764,59.9492910551,59.8789226169,59.9040582162
Id_9139,72.5082270057,72.6551173597,72.6021803649,72.6051103062
Id_9140,71.9804395039,72.0279866084,71.9545304522,71.9831101347
Id_9141,71.0080177969,71.0578953233,70.9664271573,71.0116802506
Id_9142,90.0488624588,90.1963221459,90.137017599,90.1461482246
Id_9143,92.1110272793,92.2368122103,92.1936911919,92.1909648781
Id_9144,59.1500704634,59.1978513599,59.1651164791,59.1624256995
Id_9145,77.8089443175,78.0186729346,77.9749221537,77.9782579291
Id_9146,82.0447010526,82.2289552396,82.2171127835,82.1935332063
Id_9147,73.0420733939,73.1756281601,73.1421171588,73.1347572592
Id_9148,68.7609975694,68.8237103427,68.743402757,68.7837413205
Id_9149,72.0813747019,72.1247520487,72.0540472185,72.0849391264
Id_9150,87.7255582935,87.8754682158,87.8485392241,87.8378428683
Id_9151,75.0859712495,75.2134698082,75.1555428679,75.1671505242
Id_9152,75.5326901371,75.6504947108,75.6097080552,75.6083463137
Id_9153,90.1747870904,90.3171614663,90.2613369692,90.2733190228
Id_9154,86.5433420801,86.6948616953,86.6451659201,86.6553811284
Id_9155,66.1402842999,66.1406923236,66.0700077933,66.0975590916
Id_9156,62.2953291756,62.3218308729,62.2743644842,62.2687476642
Id_9157,72.3533022236,72.4868234864,72.4670589484,72.4320602574
Id_9158,86.3871243861,86.5481384859,86.517655308,86.4890032861
Id_9159,74.3781868635,74.505741468,74.4621525731,74.4451891894
Id_9160,73.8369730898,73.862853722,73.7981361502,73.8076394266
Id_9161,85.2227420223,85.3851639865,85.3323076259,85.3244950573
Id_9162,76.0854267014,76.1951595459,76.1650941499,76.1377629546
Id_9163,91.3724472705,91.493398692,91.471137284,91.4364322205
Id_9164,75.5017797609,75.6236454497,75.602603117,75.5696209295
Id_9165,75.9509399595,76.0630223902,76.0594344163,76.0131480159
Id_9166,68.2076358495,68.2669786298,68.2026647782,68.2187282652
Id_9167,86.5079846709,86.6641437952,86.6370375314,86.6110714876
Id_9168,61.5383297401,61.5634642675,61.5025134034,61.5137193787
Id_9169,78.0751357574,78.1801899889,78.1520836733,78.1244519324
Id_9170,75.7414717918,75.856733165,75.8122728203,75.8005241005
Id_9171,79.3940948467,79.4902736961,79.4584689555,79.4336586509
Id_9172,62.9547597761,62.9633028161,62.9129970048,62.9161823126
Id_9173,65.9987804936,65.9872831977,65.946878364,65.9398086878
Id_9174,79.8661077557,79.9518227387,79.9382952984,79.8995680526
Id_9175,86.7821608617,86.9308165027,86.8769096886,86.8752712312
Id_9176,72.5082270057,72.6551173597,72.6021803649,72.6051103062
Id_9177,87.0858433765,87.2518045915,87.2015035412,87.2031514696
Id_9178,69.0736660268,69.1311679281,69.0637546902,69.0901687731
Id_9179,74.9808862999,75.1126170906,75.0518011363,75.061027098
Id_9180,62.3209035145,62.3440191199,62.2802332201,62.3007460799
Id_9181,74.4353451572,74.4645621495,74.3825962008,74.4182731954
Id_9182,71.430794047,71.4710912421,71.3956099146,71.4288056111
Id_9183,74.8782440638,74.8972926498,74.8321518028,74.8551311368
Id_9184,66.047554546,66.0518455449,65.9786426938,66.0040722957
Id_9185,72.2090986255,72.2501363958,72.1542149816,72.2031978321
Id_9186,87.361830089,87.5202649523,87.4429207036,87.4691366883
Id_9187,72.6389267076,72.6701688888,72.5904812926,72.6272250201
Id_9188,92.1110272793,92.2368122103,92.1936911919,92.1909648781
Id_9189,60.3449658984,60.3800114911,60.3255231134,60.3423110592
